0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,8.19941481310828e-01,0.00000000000000e+00
5.00000000000000e-13,4.10000000000000e-03,4.10000000000000e-03,0.00000000000000e+00,8.21057890281373e-01,0.00000000000000e+00
1.00000000000000e-12,8.20000000000000e-03,8.20000000000000e-03,0.00000000000000e+00,8.22161624194615e-01,0.00000000000000e+00
2.00000000000000e-12,1.64000000000000e-02,1.64000000000000e-02,0.00000000000000e+00,8.24358691374679e-01,0.00000000000000e+00
4.00000000000000e-12,3.28000000000000e-02,3.28000000000000e-02,0.00000000000000e+00,8.28641935665838e-01,0.00000000000000e+00
8.00000000000000e-12,6.56000000000000e-02,6.56000000000000e-02,0.00000000000000e+00,8.36738631552554e-01,0.00000000000000e+00
1.60000000000000e-11,1.31200000000000e-01,1.31200000000000e-01,0.00000000000000e+00,8.51253207152576e-01,0.00000000000000e+00
3.20000000000000e-11,2.62400000000000e-01,2.62400000000000e-01,0.00000000000000e+00,8.74361172148854e-01,0.00000000000000e+00
6.40000000000000e-11,5.24800000000000e-01,5.24800000000000e-01,0.00000000000000e+00,8.91547584032190e-01,0.00000000000000e+00
1.00000000000000e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.72943401643824e-01,0.00000000000000e+00
1.06390729828658e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.58739287651948e-01,0.00000000000000e+00
1.19172189485975e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.38437038178509e-01,0.00000000000000e+00
1.44735108800609e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.22554972841372e-01,0.00000000000000e+00
1.78338090835355e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.19981525600465e-01,0.00000000000000e+00
2.37033419885007e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.21394987133624e-01,0.00000000000000e+00
3.03736219228927e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.21129176895321e-01,0.00000000000000e+00
4.02031339520356e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.19975803579208e-01,0.00000000000000e+00
4.97470652553081e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.19859886461705e-01,0.00000000000000e+00
6.05433440928508e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.19852143728041e-01,0.00000000000000e+00
7.29017344523474e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.19919004309375e-01,0.00000000000000e+00
8.55465848533491e-10,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.19933486427712e-01,0.00000000000000e+00
1.04670963250721e-09,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.19934406022573e-01,0.00000000000000e+00
1.39876338725771e-09,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.19944084901021e-01,0.00000000000000e+00
2.10287089675869e-09,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.19939591446960e-01,0.00000000000000e+00
3.51108591576066e-09,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.19943176606706e-01,0.00000000000000e+00
5.10000000000000e-09,8.20000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.19939999159046e-01,0.00000000000000e+00
5.11000000000000e-09,7.38000000000002e-01,8.20000000000000e-01,0.00000000000000e+00,8.19562895922618e-01,0.00000000000000e+00
5.13000000000000e-09,5.73999999999999e-01,8.20000000000000e-01,0.00000000000000e+00,8.18833994920011e-01,0.00000000000000e+00
5.17000000000000e-09,2.46000000000000e-01,8.20000000000000e-01,0.00000000000000e+00,8.18840911854620e-01,0.00000000000000e+00
5.20000000000000e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.19916196197400e-01,0.00000000000000e+00
5.20782739738641e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.20975465549521e-01,0.00000000000000e+00
5.22348219215922e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.22285295464216e-01,0.00000000000000e+00
5.25479178170485e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.22245193603885e-01,0.00000000000000e+00
5.31741096079611e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.20133464372523e-01,0.00000000000000e+00
5.43089867566705e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.19068321001638e-01,0.00000000000000e+00
5.59414845541189e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.19949363376749e-01,0.00000000000000e+00
5.74681467121420e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.19948308269991e-01,0.00000000000000e+00
5.89836533056431e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.19959122786395e-01,0.00000000000000e+00
6.07300497800154e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.19943007641051e-01,0.00000000000000e+00
6.29583265376368e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.19942829322069e-01,0.00000000000000e+00
6.74148800528798e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.19940548050381e-01,0.00000000000000e+00
7.00000000000000e-09,0.00000000000000e+00,8.20000000000000e-01,0.00000000000000e+00,8.19943518472341e-01,0.00000000000000e+00
7.01000000000000e-09,0.00000000000000e+00,8.20000000000000e-01,8.19999999999980e-02,8.20169855219160e-01,0.00000000000000e+00
7.03000000000000e-09,0.00000000000000e+00,8.20000000000000e-01,2.46000000000001e-01,8.20754302337495e-01,0.00000000000000e+00
7.07000000000000e-09,0.00000000000000e+00,8.20000000000000e-01,5.74000000000000e-01,8.21748293362138e-01,0.00000000000000e+00
7.10000000000000e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.21363672027430e-01,0.00000000000000e+00
7.10800000000000e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.20525081479000e-01,0.00000000000000e+00
7.12400000000000e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.19488470108435e-01,0.00000000000000e+00
7.15600000000000e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.19035656700797e-01,0.00000000000000e+00
7.22000000000000e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.19551160204968e-01,0.00000000000000e+00
7.34367625739119e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.19970345185921e-01,0.00000000000000e+00
7.46141867222839e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.19887792771119e-01,0.00000000000000e+00
7.61482438245803e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.20060872021320e-01,0.00000000000000e+00
7.76426095133215e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.19990876519528e-01,0.00000000000000e+00
7.90822113940679e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.20034870965182e-01,0.00000000000000e+00
8.07140521608784e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.19923456539014e-01,0.00000000000000e+00
8.24667024110844e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.20013521540845e-01,0.00000000000000e+00
8.45438866767922e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.19939448822428e-01,0.00000000000000e+00
8.68759340503642e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.20000085978886e-01,0.00000000000000e+00
8.92679804883557e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.19957176816014e-01,0.00000000000000e+00
9.34241691533964e-09,0.00000000000000e+00,8.20000000000000e-01,8.20000000000000e-01,8.19988076886574e-01,0.00000000000000e+00
