0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00,2.57404627610709e-07
1.00000000000000e-11,4.00000000000000e-03,0.00000000000000e+00,3.98285721772557e-05
2.00000000000000e-11,8.00000000000000e-03,0.00000000000000e+00,4.04890864555141e-05
4.00000000000000e-11,1.60000000000000e-02,0.00000000000000e+00,2.22631880065771e-05
8.00000000000000e-11,3.20000000000000e-02,0.00000000000000e+00,-2.96969518096685e-06
1.60000000000000e-10,6.40000000000000e-02,0.00000000000000e+00,5.14491933909650e-06
3.20000000000000e-10,1.28000000000000e-01,0.00000000000000e+00,-3.85567660867586e-06
6.40000000000000e-10,2.56000000000000e-01,0.00000000000000e+00,-2.21978486955477e-05
1.00000000000000e-09,4.00000000000000e-01,0.00000000000000e+00,2.83984930447932e-05
1.03911513570917e-09,4.00000000000000e-01,0.00000000000000e+00,2.20391546827403e-05
1.11734540712752e-09,4.00000000000000e-01,0.00000000000000e+00,1.01784107074190e-05
1.27380594996421e-09,4.00000000000000e-01,0.00000000000000e+00,-1.87096337659030e-05
1.51535999682471e-09,4.00000000000000e-01,0.00000000000000e+00,1.65033004594899e-05
1.84057776483615e-09,4.00000000000000e-01,0.00000000000000e+00,-1.34273930950980e-05
2.49101330085903e-09,4.00000000000000e-01,0.00000000000000e+00,1.27067491749256e-05
3.79188437290478e-09,4.00000000000000e-01,0.00000000000000e+00,-1.15694264183172e-05
6.39362651699627e-09,4.00000000000000e-01,0.00000000000000e+00,1.17909067537351e-05
7.00000000000000e-09,4.00000000000000e-01,0.00000000000000e+00,-1.00141085025941e-05
7.10000000000000e-09,4.00000000000000e-01,4.00000000000000e-02,-1.34097591992545e-06
7.30000000000000e-09,4.00000000000000e-01,1.20000000000000e-01,1.48391244443775e-06
7.70000000000000e-09,4.00000000000000e-01,2.80000000000000e-01,-8.27123461500691e-07
8.00000000000000e-09,4.00000000000000e-01,4.00000000000000e-01,1.34443623022590e-06
8.04749234579869e-09,4.00000000000000e-01,4.00000000000000e-01,-2.39931343126720e-08
8.14247703739607e-09,4.00000000000000e-01,4.00000000000000e-01,3.66940934644344e-07
8.33244642059082e-09,4.00000000000000e-01,4.00000000000000e-01,3.21946895545655e-07
8.71238518698034e-09,4.00000000000000e-01,4.00000000000000e-01,1.66290299802654e-07
9.47226271975936e-09,4.00000000000000e-01,4.00000000000000e-01,3.58240856964363e-07
1.09920177853174e-08,4.00000000000000e-01,4.00000000000000e-01,1.50907890675376e-07
1.10000000000000e-08,4.00000000000000e-01,4.00000000000000e-01,3.06614806211414e-07
1.10159644293652e-08,3.93614228253932e-01,4.00000000000000e-01,-3.69356266930049e-05
1.10478932880955e-08,3.80842684761796e-01,4.00000000000000e-01,-5.87857268079250e-06
1.11117510055562e-08,3.55299597777524e-01,4.00000000000000e-01,1.98479265242982e-05
1.12394664404776e-08,3.04213423808980e-01,4.00000000000000e-01,-1.02701775266702e-05
1.14948973103203e-08,2.02041075871892e-01,4.00000000000000e-01,6.08752797973816e-06
1.18285743069339e-08,6.85702772264528e-02,4.00000000000000e-01,1.90338824965219e-06
1.20000000000000e-08,0.00000000000000e+00,4.00000000000000e-01,3.76009111650553e-05
1.20429001571752e-08,0.00000000000000e+00,4.00000000000000e-01,3.20851708643100e-05
1.21287004715256e-08,0.00000000000000e+00,4.00000000000000e-01,-5.84198299164521e-05
1.22452443349920e-08,0.00000000000000e+00,4.00000000000000e-01,-5.07782998745293e-06
1.23759710109462e-08,0.00000000000000e+00,4.00000000000000e-01,-1.37088222089757e-06
1.25189626047820e-08,0.00000000000000e+00,4.00000000000000e-01,1.34567071892119e-06
1.26757456883864e-08,0.00000000000000e+00,4.00000000000000e-01,4.45322649743340e-06
1.28772354337962e-08,0.00000000000000e+00,4.00000000000000e-01,-9.14706173234248e-06
1.30860417246000e-08,0.00000000000000e+00,4.00000000000000e-01,1.28979171072439e-05
1.35036543062074e-08,0.00000000000000e+00,4.00000000000000e-01,-1.35719752819242e-05
1.43388794694224e-08,0.00000000000000e+00,4.00000000000000e-01,1.44754528779161e-05
1.60093297958522e-08,0.00000000000000e+00,4.00000000000000e-01,-1.42238957757564e-05
